label,text,text_clean,tokens,tokens_stemmed,tokens_lemmatized,text_tokens,text_stemmed,text_lemmatized
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phony award todays voda numbers ending xxxx are selected to receive a award if you have a match please call quoting claim code standard rates app,"['phony', 'award', 'todays', 'voda', 'numbers', 'ending', 'xxxx', 'selected', 'receive', 'award', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rates', 'app']","['phoni', 'award', 'today', 'voda', 'number', 'end', 'xxxx', 'select', 'receiv', 'award', 'match', 'pleas', 'call', 'quot', 'claim', 'code', 'standard', 'rate', 'app']","['phony', 'award', 'today', 'voda', 'number', 'end', 'xxxx', 'select', 'receive', 'award', 'match', 'please', 'call', 'quote', 'claim', 'code', 'standard', 'rate', 'app']",phony award todays voda numbers ending xxxx selected receive award match please call quoting claim code standard rates app,phoni award today voda number end xxxx select receiv award match pleas call quot claim code standard rate app,phony award today voda number end xxxx select receive award match please call quote claim code standard rate app
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",we made it eta at taunton is as planned hope that s still okday good to see you xx,"['made', 'eta', 'taunton', 'planned', 'hope', 'still', 'okday', 'good', 'see', 'xx']","['made', 'eta', 'taunton', 'plan', 'hope', 'still', 'okday', 'good', 'see', 'xx']","['make', 'eta', 'taunton', 'plan', 'hope', 'still', 'okday', 'good', 'see', 'xx']",made eta taunton planned hope still okday good see xx,made eta taunton plan hope still okday good see xx,make eta taunton plan hope still okday good see xx
ham,I'm hungry buy smth home...,i m hungry buy smth home,"['hungry', 'buy', 'smth', 'home']","['hungri', 'buy', 'smth', 'home']","['hungry', 'buy', 'smth', 'home']",hungry buy smth home,hungri buy smth home,hungry buy smth home
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",hey kate hope ur ok will give u a buz wedlunch go outsomewhere adrink in town cud go watershd a bit ppl fromwrk will bthere love petexxx,"['hey', 'kate', 'hope', 'ur', 'ok', 'give', 'buz', 'wedlunch', 'go', 'outsomewhere', 'adrink', 'town', 'cud', 'go', 'watershd', 'bit', 'ppl', 'fromwrk', 'bthere', 'love', 'petexxx']","['hey', 'kate', 'hope', 'ur', 'ok', 'give', 'buz', 'wedlunch', 'go', 'outsomewher', 'adrink', 'town', 'cud', 'go', 'watershd', 'bit', 'ppl', 'fromwrk', 'bthere', 'love', 'petexxx']","['hey', 'kate', 'hope', 'ur', 'ok', 'give', 'buz', 'wedlunch', 'go', 'outsomewhere', 'adrink', 'town', 'cud', 'go', 'watershd', 'bit', 'ppl', 'fromwrk', 'bthere', 'love', 'petexxx']",hey kate hope ur ok give buz wedlunch go outsomewhere adrink town cud go watershd bit ppl fromwrk bthere love petexxx,hey kate hope ur ok give buz wedlunch go outsomewher adrink town cud go watershd bit ppl fromwrk bthere love petexxx,hey kate hope ur ok give buz wedlunch go outsomewhere adrink town cud go watershd bit ppl fromwrk bthere love petexxx
ham,My drive can only be read. I need to write,my drive can only be read i need to write,"['drive', 'read', 'need', 'write']","['drive', 'read', 'need', 'write']","['drive', 'read', 'need', 'write']",drive read need write,drive read need write,drive read need write
ham,"Just looked it up and addie goes back Monday, sucks to be her",just looked it up and addie goes back monday sucks to be her,"['looked', 'addie', 'goes', 'back', 'monday', 'sucks']","['look', 'addi', 'goe', 'back', 'monday', 'suck']","['look', 'addie', 'go', 'back', 'monday', 'suck']",looked addie goes back monday sucks,look addi goe back monday suck,look addie go back monday suck
ham,Happy new year. Hope you are having a good semester,happy new year hope you are having a good semester,"['happy', 'new', 'year', 'hope', 'good', 'semester']","['happi', 'new', 'year', 'hope', 'good', 'semest']","['happy', 'new', 'year', 'hope', 'good', 'semester']",happy new year hope good semester,happi new year hope good semest,happy new year hope good semester
ham,Esplanade lor. Where else...,esplanade lor where else,"['esplanade', 'lor', 'else']","['esplanad', 'lor', 'els']","['esplanade', 'lor', 'else']",esplanade lor else,esplanad lor els,esplanade lor else
ham,Can you talk with me..,can you talk with me,['talk'],['talk'],['talk'],talk,talk,talk
ham,"Hmph. Go head, big baller.",hmph go head big baller,"['hmph', 'go', 'head', 'big', 'baller']","['hmph', 'go', 'head', 'big', 'baller']","['hmph', 'go', 'head', 'big', 'baller']",hmph go head big baller,hmph go head big baller,hmph go head big baller
ham,Well its not like you actually called someone a punto. That woulda been worse.,well its not like you actually called someone a punto that woulda been worse,"['well', 'like', 'actually', 'called', 'someone', 'punto', 'woulda', 'worse']","['well', 'like', 'actual', 'call', 'someon', 'punto', 'woulda', 'wors']","['well', 'like', 'actually', 'call', 'someone', 'punto', 'woulda', 'worse']",well like actually called someone punto woulda worse,well like actual call someon punto woulda wors,well like actually call someone punto woulda worse
ham,"Nope. Since ayo travelled, he has forgotten his guy",nope since ayo travelled he has forgotten his guy,"['nope', 'since', 'ayo', 'travelled', 'forgotten', 'guy']","['nope', 'sinc', 'ayo', 'travel', 'forgotten', 'guy']","['nope', 'since', 'ayo', 'travel', 'forgotten', 'guy']",nope since ayo travelled forgotten guy,nope sinc ayo travel forgotten guy,nope since ayo travel forgotten guy
ham,You still around? Looking to pick up later,you still around looking to pick up later,"['still', 'around', 'looking', 'pick', 'later']","['still', 'around', 'look', 'pick', 'later']","['still', 'around', 'look', 'pick', 'later']",still around looking pick later,still around look pick later,still around look pick later
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,cds u congratulations ur awarded of cd gift vouchers or gift guaranteed freeentry wkly draw xt music to tncs,"['cds', 'congratulations', 'ur', 'awarded', 'cd', 'gift', 'vouchers', 'gift', 'guaranteed', 'freeentry', 'wkly', 'draw', 'xt', 'music', 'tncs']","['cd', 'congratul', 'ur', 'award', 'cd', 'gift', 'voucher', 'gift', 'guarante', 'freeentri', 'wkli', 'draw', 'xt', 'music', 'tnc']","['cd', 'congratulation', 'ur', 'award', 'cd', 'gift', 'voucher', 'gift', 'guarantee', 'freeentry', 'wkly', 'draw', 'xt', 'music', 'tncs']",cds congratulations ur awarded cd gift vouchers gift guaranteed freeentry wkly draw xt music tncs,cd congratul ur award cd gift voucher gift guarante freeentri wkli draw xt music tnc,cd congratulation ur award cd gift voucher gift guarantee freeentry wkly draw xt music tncs
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,there s someone here that has a year lt gt toyota camry like mr olayiwola s own mileage is lt gt k its clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back,"['someone', 'year', 'lt', 'gt', 'toyota', 'camry', 'like', 'mr', 'olayiwola', 'mileage', 'lt', 'gt', 'clean', 'need', 'know', 'much', 'sell', 'raise', 'dough', 'soon', 'landing', 'sell', 'holla', 'back']","['someon', 'year', 'lt', 'gt', 'toyota', 'camri', 'like', 'mr', 'olayiwola', 'mileag', 'lt', 'gt', 'clean', 'need', 'know', 'much', 'sell', 'rais', 'dough', 'soon', 'land', 'sell', 'holla', 'back']","['someone', 'year', 'lt', 'gt', 'toyota', 'camry', 'like', 'mr', 'olayiwola', 'mileage', 'lt', 'gt', 'clean', 'need', 'know', 'much', 'sell', 'raise', 'dough', 'soon', 'land', 'sell', 'holla', 'back']",someone year lt gt toyota camry like mr olayiwola mileage lt gt clean need know much sell raise dough soon landing sell holla back,someon year lt gt toyota camri like mr olayiwola mileag lt gt clean need know much sell rais dough soon land sell holla back,someone year lt gt toyota camry like mr olayiwola mileage lt gt clean need know much sell raise dough soon land sell holla back
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess which pub im in im as happy as a pig in clover or whatever the saying is,"['guess', 'pub', 'im', 'im', 'happy', 'pig', 'clover', 'whatever', 'saying']","['guess', 'pub', 'im', 'im', 'happi', 'pig', 'clover', 'whatev', 'say']","['guess', 'pub', 'im', 'im', 'happy', 'pig', 'clover', 'whatever', 'say']",guess pub im im happy pig clover whatever saying,guess pub im im happi pig clover whatev say,guess pub im im happy pig clover whatever say
ham,ILL B DOWN SOON,ill b down soon,"['ill', 'soon']","['ill', 'soon']","['ill', 'soon']",ill soon,ill soon,ill soon
ham,Oh k. . I will come tomorrow,oh k i will come tomorrow,"['oh', 'come', 'tomorrow']","['oh', 'come', 'tomorrow']","['oh', 'come', 'tomorrow']",oh come tomorrow,oh come tomorrow,oh come tomorrow
ham,Go fool dont cheat others ok,go fool dont cheat others ok,"['go', 'fool', 'dont', 'cheat', 'others', 'ok']","['go', 'fool', 'dont', 'cheat', 'other', 'ok']","['go', 'fool', 'dont', 'cheat', 'others', 'ok']",go fool dont cheat others ok,go fool dont cheat other ok,go fool dont cheat others ok
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",my mobile number pls sms ur mail id convey regards to achan amma rakhesh qatar,"['mobile', 'number', 'pls', 'sms', 'ur', 'mail', 'id', 'convey', 'regards', 'achan', 'amma', 'rakhesh', 'qatar']","['mobil', 'number', 'pl', 'sm', 'ur', 'mail', 'id', 'convey', 'regard', 'achan', 'amma', 'rakhesh', 'qatar']","['mobile', 'number', 'pls', 'sms', 'ur', 'mail', 'id', 'convey', 'regard', 'achan', 'amma', 'rakhesh', 'qatar']",mobile number pls sms ur mail id convey regards achan amma rakhesh qatar,mobil number pl sm ur mail id convey regard achan amma rakhesh qatar,mobile number pls sms ur mail id convey regard achan amma rakhesh qatar
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",by the way rencontre is to meet again mountains dont,"['way', 'rencontre', 'meet', 'mountains', 'dont']","['way', 'rencontr', 'meet', 'mountain', 'dont']","['way', 'rencontre', 'meet', 'mountain', 'dont']",way rencontre meet mountains dont,way rencontr meet mountain dont,way rencontre meet mountain dont
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between am pm cost p,"['guaranteed', 'cash', 'prize', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', 'pm', 'cost']","['guarante', 'cash', 'prize', 'claim', 'yr', 'prize', 'call', 'custom', 'servic', 'repres', 'pm', 'cost']","['guarantee', 'cash', 'prize', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', 'pm', 'cost']",guaranteed cash prize claim yr prize call customer service representative pm cost,guarante cash prize claim yr prize call custom servic repres pm cost,guarantee cash prize claim yr prize call customer service representative pm cost
ham,U attend ur driving lesson how many times a wk n which day?,u attend ur driving lesson how many times a wk n which day,"['attend', 'ur', 'driving', 'lesson', 'many', 'times', 'wk', 'day']","['attend', 'ur', 'drive', 'lesson', 'mani', 'time', 'wk', 'day']","['attend', 'ur', 'drive', 'lesson', 'many', 'time', 'wk', 'day']",attend ur driving lesson many times wk day,attend ur drive lesson mani time wk day,attend ur drive lesson many time wk day
ham,"Uncle G, just checking up on you. Do have a rewarding month",uncle g just checking up on you do have a rewarding month,"['uncle', 'checking', 'rewarding', 'month']","['uncl', 'check', 'reward', 'month']","['uncle', 'check', 'reward', 'month']",uncle checking rewarding month,uncl check reward month,uncle check reward month
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,hello boytoy geeee i m missing you today i like to send you a tm and remind you i m thinking of you and you are loved loving kiss,"['hello', 'boytoy', 'geeee', 'missing', 'today', 'like', 'send', 'tm', 'remind', 'thinking', 'loved', 'loving', 'kiss']","['hello', 'boytoy', 'geeee', 'miss', 'today', 'like', 'send', 'tm', 'remind', 'think', 'love', 'love', 'kiss']","['hello', 'boytoy', 'geeee', 'miss', 'today', 'like', 'send', 'tm', 'remind', 'think', 'love', 'love', 'kiss']",hello boytoy geeee missing today like send tm remind thinking loved loving kiss,hello boytoy geeee miss today like send tm remind think love love kiss,hello boytoy geeee miss today like send tm remind think love love kiss
ham,I think the other two still need to get cash but we can def be ready by 9,i think the other two still need to get cash but we can def be ready by,"['think', 'two', 'still', 'need', 'get', 'cash', 'def', 'ready']","['think', 'two', 'still', 'need', 'get', 'cash', 'def', 'readi']","['think', 'two', 'still', 'need', 'get', 'cash', 'def', 'ready']",think two still need get cash def ready,think two still need get cash def readi,think two still need get cash def ready
ham,Hey gals...U all wanna meet 4 dinner at nìte? ,hey gals u all wanna meet dinner at n te,"['hey', 'gals', 'wan', 'na', 'meet', 'dinner', 'te']","['hey', 'gal', 'wan', 'na', 'meet', 'dinner', 'te']","['hey', 'gal', 'wan', 'na', 'meet', 'dinner', 'te']",hey gals wan na meet dinner te,hey gal wan na meet dinner te,hey gal wan na meet dinner te
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear xxxxxxx u ve been invited to xchat this is our final attempt to contact u txt chat to p msgrcvdhg suite lands row w j hl ldn yrs,"['dear', 'xxxxxxx', 'invited', 'xchat', 'final', 'attempt', 'contact', 'txt', 'chat', 'msgrcvdhg', 'suite', 'lands', 'row', 'hl', 'ldn', 'yrs']","['dear', 'xxxxxxx', 'invit', 'xchat', 'final', 'attempt', 'contact', 'txt', 'chat', 'msgrcvdhg', 'suit', 'land', 'row', 'hl', 'ldn', 'yr']","['dear', 'xxxxxxx', 'invite', 'xchat', 'final', 'attempt', 'contact', 'txt', 'chat', 'msgrcvdhg', 'suite', 'land', 'row', 'hl', 'ldn', 'yr']",dear xxxxxxx invited xchat final attempt contact txt chat msgrcvdhg suite lands row hl ldn yrs,dear xxxxxxx invit xchat final attempt contact txt chat msgrcvdhg suit land row hl ldn yr,dear xxxxxxx invite xchat final attempt contact txt chat msgrcvdhg suite land row hl ldn yr
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me,"['babe', 'talking', 'think', 'good', 'boy', 'missing', 'love']","['babe', 'talk', 'think', 'good', 'boy', 'miss', 'love']","['babe', 'talk', 'think', 'good', 'boy', 'miss', 'love']",babe talking think good boy missing love,babe talk think good boy miss love,babe talk think good boy miss love
ham,Great! How is the office today?,great how is the office today,"['great', 'office', 'today']","['great', 'offic', 'today']","['great', 'office', 'today']",great office today,great offic today,great office today
ham,"It's cool, we can last a little while. Getting more any time soon?",it s cool we can last a little while getting more any time soon,"['cool', 'last', 'little', 'getting', 'time', 'soon']","['cool', 'last', 'littl', 'get', 'time', 'soon']","['cool', 'last', 'little', 'get', 'time', 'soon']",cool last little getting time soon,cool last littl get time soon,cool last little get time soon
ham,:-( sad puppy noise,sad puppy noise,"['sad', 'puppy', 'noise']","['sad', 'puppi', 'nois']","['sad', 'puppy', 'noise']",sad puppy noise,sad puppi nois,sad puppy noise
ham,Yes its possible but dint try. Pls dont tell to any one k,yes its possible but dint try pls dont tell to any one k,"['yes', 'possible', 'dint', 'try', 'pls', 'dont', 'tell', 'one']","['ye', 'possibl', 'dint', 'tri', 'pl', 'dont', 'tell', 'one']","['yes', 'possible', 'dint', 'try', 'pls', 'dont', 'tell', 'one']",yes possible dint try pls dont tell one,ye possibl dint tri pl dont tell one,yes possible dint try pls dont tell one
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla at me whenever you re around because i need an excuse to go creep on people in sarasota,"['anyway', 'holla', 'whenever', 'around', 'need', 'excuse', 'go', 'creep', 'people', 'sarasota']","['anyway', 'holla', 'whenev', 'around', 'need', 'excus', 'go', 'creep', 'peopl', 'sarasota']","['anyway', 'holla', 'whenever', 'around', 'need', 'excuse', 'go', 'creep', 'people', 'sarasota']",anyway holla whenever around need excuse go creep people sarasota,anyway holla whenev around need excus go creep peopl sarasota,anyway holla whenever around need excuse go creep people sarasota
ham,Where you. What happen,where you what happen,['happen'],['happen'],['happen'],happen,happen,happen
ham,I was gonna ask you lol but i think its at 7,i was gonna ask you lol but i think its at,"['gon', 'na', 'ask', 'lol', 'think']","['gon', 'na', 'ask', 'lol', 'think']","['gon', 'na', 'ask', 'lol', 'think']",gon na ask lol think,gon na ask lol think,gon na ask lol think
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,ur cash balance is currently pounds to maximize ur cash in now send go to only p meg cc hg suite lands row w j hl,"['ur', 'cash', 'balance', 'currently', 'pounds', 'maximize', 'ur', 'cash', 'send', 'go', 'meg', 'cc', 'hg', 'suite', 'lands', 'row', 'hl']","['ur', 'cash', 'balanc', 'current', 'pound', 'maxim', 'ur', 'cash', 'send', 'go', 'meg', 'cc', 'hg', 'suit', 'land', 'row', 'hl']","['ur', 'cash', 'balance', 'currently', 'pound', 'maximize', 'ur', 'cash', 'send', 'go', 'meg', 'cc', 'hg', 'suite', 'land', 'row', 'hl']",ur cash balance currently pounds maximize ur cash send go meg cc hg suite lands row hl,ur cash balanc current pound maxim ur cash send go meg cc hg suit land row hl,ur cash balance currently pound maximize ur cash send go meg cc hg suite land row hl
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,private your account statement for shows un redeemed s i m points call identifier code xx expires,"['private', 'account', 'statement', 'shows', 'un', 'redeemed', 'points', 'call', 'identifier', 'code', 'xx', 'expires']","['privat', 'account', 'statement', 'show', 'un', 'redeem', 'point', 'call', 'identifi', 'code', 'xx', 'expir']","['private', 'account', 'statement', 'show', 'un', 'redeem', 'point', 'call', 'identifier', 'code', 'xx', 'expire']",private account statement shows un redeemed points call identifier code xx expires,privat account statement show un redeem point call identifi code xx expir,private account statement show un redeem point call identifier code xx expire
ham,Go chase after her and run her over while she's crossing the street,go chase after her and run her over while she s crossing the street,"['go', 'chase', 'run', 'crossing', 'street']","['go', 'chase', 'run', 'cross', 'street']","['go', 'chase', 'run', 'cross', 'street']",go chase run crossing street,go chase run cross street,go chase run cross street
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),i d like to tell you my deepest darkest fantasies call me just p min to stop texts call nat rate,"['like', 'tell', 'deepest', 'darkest', 'fantasies', 'call', 'min', 'stop', 'texts', 'call', 'nat', 'rate']","['like', 'tell', 'deepest', 'darkest', 'fantasi', 'call', 'min', 'stop', 'text', 'call', 'nat', 'rate']","['like', 'tell', 'deep', 'darkest', 'fantasy', 'call', 'min', 'stop', 'text', 'call', 'nat', 'rate']",like tell deepest darkest fantasies call min stop texts call nat rate,like tell deepest darkest fantasi call min stop text call nat rate,like tell deep darkest fantasy call min stop text call nat rate
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,is there coming friday is leave for pongal do you get any news from your work place,"['coming', 'friday', 'leave', 'pongal', 'get', 'news', 'work', 'place']","['come', 'friday', 'leav', 'pongal', 'get', 'news', 'work', 'place']","['come', 'friday', 'leave', 'pongal', 'get', 'news', 'work', 'place']",coming friday leave pongal get news work place,come friday leav pongal get news work place,come friday leave pongal get news work place
ham,Hey... Very inconvenient for your sis a not huh?,hey very inconvenient for your sis a not huh,"['hey', 'inconvenient', 'sis', 'huh']","['hey', 'inconveni', 'si', 'huh']","['hey', 'inconvenient', 'si', 'huh']",hey inconvenient sis huh,hey inconveni si huh,hey inconvenient si huh
ham,Ok i vl..do u know i got adsense approved..,ok i vl do u know i got adsense approved,"['ok', 'vl', 'know', 'got', 'adsense', 'approved']","['ok', 'vl', 'know', 'got', 'adsens', 'approv']","['ok', 'vl', 'know', 'get', 'adsense', 'approve']",ok vl know got adsense approved,ok vl know got adsens approv,ok vl know get adsense approve
ham,"* Was really good to see you the other day dudette, been missing you!",was really good to see you the other day dudette been missing you,"['really', 'good', 'see', 'day', 'dudette', 'missing']","['realli', 'good', 'see', 'day', 'dudett', 'miss']","['really', 'good', 'see', 'day', 'dudette', 'miss']",really good see day dudette missing,realli good see day dudett miss,really good see day dudette miss
ham,I want to go to perumbavoor,i want to go to perumbavoor,"['want', 'go', 'perumbavoor']","['want', 'go', 'perumbavoor']","['want', 'go', 'perumbavoor']",want go perumbavoor,want go perumbavoor,want go perumbavoor
ham,How many times i told in the stage all use to laugh. You not listen aha.,how many times i told in the stage all use to laugh you not listen aha,"['many', 'times', 'told', 'stage', 'use', 'laugh', 'listen', 'aha']","['mani', 'time', 'told', 'stage', 'use', 'laugh', 'listen', 'aha']","['many', 'time', 'tell', 'stage', 'use', 'laugh', 'listen', 'aha']",many times told stage use laugh listen aha,mani time told stage use laugh listen aha,many time tell stage use laugh listen aha
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,you won t believe it but it s true it s incredible txts reply g now to learn truly amazing things that will blow your mind from o fwd only p txt,"['believe', 'true', 'incredible', 'txts', 'reply', 'learn', 'truly', 'amazing', 'things', 'blow', 'mind', 'fwd', 'txt']","['believ', 'true', 'incred', 'txt', 'repli', 'learn', 'truli', 'amaz', 'thing', 'blow', 'mind', 'fwd', 'txt']","['believe', 'true', 'incredible', 'txts', 'reply', 'learn', 'truly', 'amazing', 'thing', 'blow', 'mind', 'fwd', 'txt']",believe true incredible txts reply learn truly amazing things blow mind fwd txt,believ true incred txt repli learn truli amaz thing blow mind fwd txt,believe true incredible txts reply learn truly amazing thing blow mind fwd txt
ham,(You didn't hear it from me),you didn t hear it from me,['hear'],['hear'],['hear'],hear,hear,hear
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,"['thanks', 'talk', 'saturday', 'dear', 'cherish', 'brother', 'role', 'model']","['thank', 'talk', 'saturday', 'dear', 'cherish', 'brother', 'role', 'model']","['thanks', 'talk', 'saturday', 'dear', 'cherish', 'brother', 'role', 'model']",thanks talk saturday dear cherish brother role model,thank talk saturday dear cherish brother role model,thanks talk saturday dear cherish brother role model
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,"['pls', 'clarify', 'back', 'open', 'return', 'ticket', 'preponed', 'go', 'back', 'kerala']","['pl', 'clarifi', 'back', 'open', 'return', 'ticket', 'prepon', 'go', 'back', 'kerala']","['pls', 'clarify', 'back', 'open', 'return', 'ticket', 'preponed', 'go', 'back', 'kerala']",pls clarify back open return ticket preponed go back kerala,pl clarifi back open return ticket prepon go back kerala,pls clarify back open return ticket preponed go back kerala
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,natalie f is inviting you to be her friend reply yes or no see her stop send stop frnd to,"['natalie', 'inviting', 'friend', 'reply', 'yes', 'see', 'stop', 'send', 'stop', 'frnd']","['natali', 'invit', 'friend', 'repli', 'ye', 'see', 'stop', 'send', 'stop', 'frnd']","['natalie', 'invite', 'friend', 'reply', 'yes', 'see', 'stop', 'send', 'stop', 'frnd']",natalie inviting friend reply yes see stop send stop frnd,natali invit friend repli ye see stop send stop frnd,natalie invite friend reply yes see stop send stop frnd
ham,She ran off with a younger man. we will make pretty babies together :),she ran off with a younger man we will make pretty babies together,"['ran', 'younger', 'man', 'make', 'pretty', 'babies', 'together']","['ran', 'younger', 'man', 'make', 'pretti', 'babi', 'togeth']","['ran', 'young', 'man', 'make', 'pretty', 'baby', 'together']",ran younger man make pretty babies together,ran younger man make pretti babi togeth,ran young man make pretty baby together
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,jamster to get your free wallpaper text heart to now t c apply only need help call,"['jamster', 'get', 'free', 'wallpaper', 'text', 'heart', 'apply', 'need', 'help', 'call']","['jamster', 'get', 'free', 'wallpap', 'text', 'heart', 'appli', 'need', 'help', 'call']","['jamster', 'get', 'free', 'wallpaper', 'text', 'heart', 'apply', 'need', 'help', 'call']",jamster get free wallpaper text heart apply need help call,jamster get free wallpap text heart appli need help call,jamster get free wallpaper text heart apply need help call
ham,O ic lol. Should play 9 doors sometime yo,o ic lol should play doors sometime yo,"['ic', 'lol', 'play', 'doors', 'sometime', 'yo']","['ic', 'lol', 'play', 'door', 'sometim', 'yo']","['ic', 'lol', 'play', 'door', 'sometime', 'yo']",ic lol play doors sometime yo,ic lol play door sometim yo,ic lol play door sometime yo
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",dunno my dad said he coming home bring us out lunch yup i go w u lor i call u when i reach school lor,"['dunno', 'dad', 'said', 'coming', 'home', 'bring', 'us', 'lunch', 'yup', 'go', 'lor', 'call', 'reach', 'school', 'lor']","['dunno', 'dad', 'said', 'come', 'home', 'bring', 'us', 'lunch', 'yup', 'go', 'lor', 'call', 'reach', 'school', 'lor']","['dunno', 'dad', 'say', 'coming', 'home', 'bring', 'u', 'lunch', 'yup', 'go', 'lor', 'call', 'reach', 'school', 'lor']",dunno dad said coming home bring us lunch yup go lor call reach school lor,dunno dad said come home bring us lunch yup go lor call reach school lor,dunno dad say coming home bring u lunch yup go lor call reach school lor
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",we have sent jd for customer service cum accounts executive to ur mail id for details contact us,"['sent', 'jd', 'customer', 'service', 'cum', 'accounts', 'executive', 'ur', 'mail', 'id', 'details', 'contact', 'us']","['sent', 'jd', 'custom', 'servic', 'cum', 'account', 'execut', 'ur', 'mail', 'id', 'detail', 'contact', 'us']","['sent', 'jd', 'customer', 'service', 'cum', 'account', 'executive', 'ur', 'mail', 'id', 'detail', 'contact', 'u']",sent jd customer service cum accounts executive ur mail id details contact us,sent jd custom servic cum account execut ur mail id detail contact us,sent jd customer service cum account executive ur mail id detail contact u
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,desires u going to doctor liver and get a bit stylish get ur hair managed thats it,"['desires', 'going', 'doctor', 'liver', 'get', 'bit', 'stylish', 'get', 'ur', 'hair', 'managed', 'thats']","['desir', 'go', 'doctor', 'liver', 'get', 'bit', 'stylish', 'get', 'ur', 'hair', 'manag', 'that']","['desire', 'go', 'doctor', 'liver', 'get', 'bit', 'stylish', 'get', 'ur', 'hair', 'manage', 'thats']",desires going doctor liver get bit stylish get ur hair managed thats,desir go doctor liver get bit stylish get ur hair manag that,desire go doctor liver get bit stylish get ur hair manage thats
ham,Hmmm.still we dont have opener?,hmmm still we dont have opener,"['hmmm', 'still', 'dont', 'opener']","['hmmm', 'still', 'dont', 'open']","['hmmm', 'still', 'dont', 'opener']",hmmm still dont opener,hmmm still dont open,hmmm still dont opener
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah so basically any time next week you can get away from your mom amp get up before,"['yeah', 'basically', 'time', 'next', 'week', 'get', 'away', 'mom', 'amp', 'get']","['yeah', 'basic', 'time', 'next', 'week', 'get', 'away', 'mom', 'amp', 'get']","['yeah', 'basically', 'time', 'next', 'week', 'get', 'away', 'mom', 'amp', 'get']",yeah basically time next week get away mom amp get,yeah basic time next week get away mom amp get,yeah basically time next week get away mom amp get
